Employee_ID,Employee_Name,Department_ID,Department,Business_Unit,Organizational_Unit_ID,Position_ID,Position_Title,Designation,Job_Level,Career_Level,Role_Band,Management_Tier,Manager_Flag,Measurement_Scope,Performance_Template_ID,Performance_Cycle_ID,Mapping_Status,Effective_Start_Date,Effective_End_Date,Data_As_Of_Date
EMP444,Ahmed Latif,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-03,POS-434,Administrative Assistant,Administrative Assistant,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-ADM-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP445,Areeba Baig,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-02,POS-435,Administrative Assistant,Administrative Assistant,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-ADM-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP446,Nida Khan,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-02,POS-436,Administrative Assistant,Administrative Assistant,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-ADM-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP447,Junaid Qureshi,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-01,POS-437,Administrative Assistant,Administrative Assistant,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-ADM-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP448,Kashif Siddiqui,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-01,POS-438,Administration Intern,Administration Intern,Intern,Internship,Intern/Trainee,Individual Contributor,No,Individual,PT-ADM-INTERN,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP449,Rabia Mahmood,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-01,POS-439,Administration Intern,Administration Intern,Intern,Internship,Intern/Trainee,Individual Contributor,No,Individual,PT-ADM-INTERN,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP450,Sana Baig,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-01,POS-440,Administration Intern,Administration Intern,Intern,Internship,Intern/Trainee,Individual Contributor,No,Individual,PT-ADM-INTERN,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP451,Nida Farooq,DEPARTMENT-011,Legal & Compliance,Corporate Services,ORGANIZATIONAL-UNIT-LGL,EXEC-LGL-HEAD,Head of Legal and Compliance,Head of Legal and Compliance,Executive,Executive,Manager/Head,Department Head,Yes,Team/Department,PT-LGL-MANAGER,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP452,Iqra Chaudhry,DEPARTMENT-011,Legal & Compliance,Corporate Services,ORGANIZATIONAL-UNIT-LGL,POS-441,Legal and Compliance Manager,Legal and Compliance Manager,Lead/Manager,Management,Manager/Head,Manager/Lead,Yes,Team/Department,PT-LGL-MANAGER,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP453,Arham Baig,DEPARTMENT-011,Legal & Compliance,Corporate Services,ORGANIZATIONAL-UNIT-LGL,POS-442,Legal and Compliance Manager,Legal and Compliance Manager,Lead/Manager,Management,Manager/Head,Manager/Lead,Yes,Team/Department,PT-LGL-MANAGER,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP454,Arham Rashid,DEPARTMENT-011,Legal & Compliance,Corporate Services,ORGANIZATIONAL-UNIT-LGL,POS-443,Legal and Compliance Manager,Legal and Compliance Manager,Lead/Manager,Management,Manager/Head,Manager/Lead,Yes,Team/Department,PT-LGL-MANAGER,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP455,Adnan Saeed,DEPARTMENT-011,Legal & Compliance,Corporate Services,ORGANIZATIONAL-UNIT-LGL,POS-444,Legal and Compliance Manager,Legal and Compliance Manager,Lead/Manager,Management,Manager/Head,Manager/Lead,Yes,Team/Department,PT-LGL-MANAGER,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP456,Areeba Saleem,DEPARTMENT-011,Legal & Compliance,Corporate Services,ORGANIZATIONAL-UNIT-LGL,POS-445,Legal and Compliance Manager,Legal and Compliance Manager,Lead/Manager,Management,Manager/Head,Manager/Lead,Yes,Team/Department,PT-LGL-MANAGER,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP457,Saba Abbasi,DEPARTMENT-011,Legal & Compliance,Corporate Services,ORGANIZATIONAL-UNIT-LGL,POS-446,Legal and Compliance Manager,Legal and Compliance Manager,Lead/Manager,Management,Manager/Head,Manager/Lead,Yes,Team/Department,PT-LGL-MANAGER,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP458,Taha Ansari,DEPARTMENT-011,Legal & Compliance,Corporate Services,ORGANIZATIONAL-UNIT-LGL-TEAM-02,POS-447,Senior Legal Counsel,Senior Legal Counsel,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-LGL-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP459,Minal Iqbal,DEPARTMENT-011,Legal & Compliance,Corporate Services,ORGANIZATIONAL-UNIT-LGL-TEAM-03,POS-448,Senior Legal Counsel,Senior Legal Counsel,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-LGL-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP460,Ayesha Javed,DEPARTMENT-011,Legal & Compliance,Corporate Services,ORGANIZATIONAL-UNIT-LGL-TEAM-02,POS-449,Senior Legal Counsel,Senior Legal Counsel,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-LGL-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP461,Taha Qureshi,DEPARTMENT-011,Legal & Compliance,Corporate Services,ORGANIZATIONAL-UNIT-LGL-TEAM-03,POS-450,Senior Legal Counsel,Senior Legal Counsel,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-LGL-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP462,Waqas Ali,DEPARTMENT-011,Legal & Compliance,Corporate Services,ORGANIZATIONAL-UNIT-LGL-TEAM-02,POS-451,Senior Legal Counsel,Senior Legal Counsel,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-LGL-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP463,Talha Ansari,DEPARTMENT-011,Legal & Compliance,Corporate Services,ORGANIZATIONAL-UNIT-LGL-TEAM-02,POS-452,Senior Legal Counsel,Senior Legal Counsel,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-LGL-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP464,Nida Ismail,DEPARTMENT-011,Legal & Compliance,Corporate Services,ORGANIZATIONAL-UNIT-LGL-TEAM-03,POS-453,Senior Legal Counsel,Senior Legal Counsel,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-LGL-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP465,Amna Habib,DEPARTMENT-011,Legal & Compliance,Corporate Services,ORGANIZATIONAL-UNIT-LGL-TEAM-02,POS-454,Senior Legal Counsel,Senior Legal Counsel,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-LGL-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP466,Kashif Saleem,DEPARTMENT-011,Legal & Compliance,Corporate Services,ORGANIZATIONAL-UNIT-LGL-TEAM-02,POS-455,Compliance Analyst,Compliance Analyst,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-LGL-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP467,Maryam Dar,DEPARTMENT-011,Legal & Compliance,Corporate Services,ORGANIZATIONAL-UNIT-LGL-TEAM-02,POS-456,Compliance Analyst,Compliance Analyst,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-LGL-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP468,Eman Mirza,DEPARTMENT-011,Legal & Compliance,Corporate Services,ORGANIZATIONAL-UNIT-LGL-TEAM-01,POS-457,Compliance Analyst,Compliance Analyst,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-LGL-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP469,Sidra Mughal,DEPARTMENT-011,Legal & Compliance,Corporate Services,ORGANIZATIONAL-UNIT-LGL-TEAM-01,POS-458,Compliance Analyst,Compliance Analyst,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-LGL-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP470,Anam Javed,DEPARTMENT-011,Legal & Compliance,Corporate Services,ORGANIZATIONAL-UNIT-LGL-TEAM-01,POS-459,Compliance Analyst,Compliance Analyst,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-LGL-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP471,Anusha Iqbal,DEPARTMENT-011,Legal & Compliance,Corporate Services,ORGANIZATIONAL-UNIT-LGL-TEAM-03,POS-460,Compliance Analyst,Compliance Analyst,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-LGL-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP472,Sidra Iqbal,DEPARTMENT-011,Legal & Compliance,Corporate Services,ORGANIZATIONAL-UNIT-LGL-TEAM-02,POS-461,Compliance Analyst,Compliance Analyst,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-LGL-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP473,Areeba Saeed,DEPARTMENT-011,Legal & Compliance,Corporate Services,ORGANIZATIONAL-UNIT-LGL-TEAM-02,POS-462,Compliance Analyst,Compliance Analyst,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-LGL-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP474,Mehwish Riaz,DEPARTMENT-011,Legal & Compliance,Corporate Services,ORGANIZATIONAL-UNIT-LGL-TEAM-03,POS-463,Compliance Analyst,Compliance Analyst,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-LGL-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP475,Amna Akhtar,DEPARTMENT-011,Legal & Compliance,Corporate Services,ORGANIZATIONAL-UNIT-LGL-TEAM-03,POS-464,Compliance Analyst,Compliance Analyst,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-LGL-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP476,Shahzaib Mahmood,DEPARTMENT-011,Legal & Compliance,Corporate Services,ORGANIZATIONAL-UNIT-LGL-TEAM-01,POS-465,Compliance Analyst,Compliance Analyst,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-LGL-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP477,Farhan Faisal,DEPARTMENT-011,Legal & Compliance,Corporate Services,ORGANIZATIONAL-UNIT-LGL-TEAM-03,POS-466,Compliance Analyst,Compliance Analyst,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-LGL-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP478,Kinza Iqbal,DEPARTMENT-011,Legal & Compliance,Corporate Services,ORGANIZATIONAL-UNIT-LGL-TEAM-01,POS-467,Compliance Analyst,Compliance Analyst,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-LGL-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP479,Noman Latif,DEPARTMENT-011,Legal & Compliance,Corporate Services,ORGANIZATIONAL-UNIT-LGL-TEAM-02,POS-468,Compliance Analyst,Compliance Analyst,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-LGL-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP480,Ahmed Saeed,DEPARTMENT-011,Legal & Compliance,Corporate Services,ORGANIZATIONAL-UNIT-LGL-TEAM-01,POS-469,Legal Assistant,Legal Assistant,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-LGL-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP481,Rabia Rehman,DEPARTMENT-011,Legal & Compliance,Corporate Services,ORGANIZATIONAL-UNIT-LGL-TEAM-03,POS-470,Legal Assistant,Legal Assistant,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-LGL-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP482,Danish Malik,DEPARTMENT-011,Legal & Compliance,Corporate Services,ORGANIZATIONAL-UNIT-LGL-TEAM-02,POS-471,Legal Assistant,Legal Assistant,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-LGL-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP483,Bilal Mahmood,DEPARTMENT-011,Legal & Compliance,Corporate Services,ORGANIZATIONAL-UNIT-LGL-TEAM-03,POS-472,Legal Assistant,Legal Assistant,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-LGL-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP484,Saba Mughal,DEPARTMENT-011,Legal & Compliance,Corporate Services,ORGANIZATIONAL-UNIT-LGL-TEAM-03,POS-473,Legal Assistant,Legal Assistant,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-LGL-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP485,Sana Nadeem,DEPARTMENT-011,Legal & Compliance,Corporate Services,ORGANIZATIONAL-UNIT-LGL-TEAM-01,POS-474,Legal Assistant,Legal Assistant,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-LGL-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP486,Junaid Nadeem,DEPARTMENT-011,Legal & Compliance,Corporate Services,ORGANIZATIONAL-UNIT-LGL-TEAM-03,POS-475,Legal Assistant,Legal Assistant,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-LGL-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP487,Talha Hashmi,DEPARTMENT-011,Legal & Compliance,Corporate Services,ORGANIZATIONAL-UNIT-LGL-TEAM-02,POS-476,Legal Assistant,Legal Assistant,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-LGL-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP488,Omar Akhtar,DEPARTMENT-011,Legal & Compliance,Corporate Services,ORGANIZATIONAL-UNIT-LGL-TEAM-02,POS-477,Legal Assistant,Legal Assistant,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-LGL-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP489,Sara Zafar,DEPARTMENT-011,Legal & Compliance,Corporate Services,ORGANIZATIONAL-UNIT-LGL-TEAM-01,POS-478,Legal Assistant,Legal Assistant,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-LGL-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP490,Farhan Hameed,DEPARTMENT-011,Legal & Compliance,Corporate Services,ORGANIZATIONAL-UNIT-LGL-TEAM-01,POS-479,Legal Assistant,Legal Assistant,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-LGL-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP491,Zainab Chaudhry,DEPARTMENT-011,Legal & Compliance,Corporate Services,ORGANIZATIONAL-UNIT-LGL-TEAM-03,POS-480,Legal Assistant,Legal Assistant,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-LGL-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP492,Hamza Javed,DEPARTMENT-011,Legal & Compliance,Corporate Services,ORGANIZATIONAL-UNIT-LGL-TEAM-03,POS-481,Legal Assistant,Legal Assistant,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-LGL-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP493,Komal Rehman,DEPARTMENT-011,Legal & Compliance,Corporate Services,ORGANIZATIONAL-UNIT-LGL-TEAM-01,POS-482,Legal Intern,Legal Intern,Intern,Internship,Intern/Trainee,Individual Contributor,No,Individual,PT-LGL-INTERN,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP494,Anam Mahmood,DEPARTMENT-011,Legal & Compliance,Corporate Services,ORGANIZATIONAL-UNIT-LGL-TEAM-03,POS-483,Legal Intern,Legal Intern,Intern,Internship,Intern/Trainee,Individual Contributor,No,Individual,PT-LGL-INTERN,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP495,Junaid Chaudhry,DEPARTMENT-011,Legal & Compliance,Corporate Services,ORGANIZATIONAL-UNIT-LGL-TEAM-02,POS-484,Legal Intern,Legal Intern,Intern,Internship,Intern/Trainee,Individual Contributor,No,Individual,PT-LGL-INTERN,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP496,Ali Nadeem,DEPARTMENT-012,Procurement & Supply Chain,Enterprise Operations,ORGANIZATIONAL-UNIT-PRC,EXEC-PRC-HEAD,Head of Procurement and Supply Chain,Head of Procurement and Supply Chain,Executive,Executive,Manager/Head,Department Head,Yes,Team/Department,PT-PRC-MANAGER,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP497,Talha Riaz,DEPARTMENT-012,Procurement & Supply Chain,Enterprise Operations,ORGANIZATIONAL-UNIT-PRC,POS-485,Procurement Manager,Procurement Manager,Lead/Manager,Management,Manager/Head,Manager/Lead,Yes,Team/Department,PT-PRC-MANAGER,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP498,Usman Faisal,DEPARTMENT-012,Procurement & Supply Chain,Enterprise Operations,ORGANIZATIONAL-UNIT-PRC,POS-486,Procurement Manager,Procurement Manager,Lead/Manager,Management,Manager/Head,Manager/Lead,Yes,Team/Department,PT-PRC-MANAGER,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP499,Rabia Dar,DEPARTMENT-012,Procurement & Supply Chain,Enterprise Operations,ORGANIZATIONAL-UNIT-PRC,POS-487,Procurement Manager,Procurement Manager,Lead/Manager,Management,Manager/Head,Manager/Lead,Yes,Team/Department,PT-PRC-MANAGER,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP500,Kashif Nasir,DEPARTMENT-012,Procurement & Supply Chain,Enterprise Operations,ORGANIZATIONAL-UNIT-PRC,POS-488,Procurement Manager,Procurement Manager,Lead/Manager,Management,Manager/Head,Manager/Lead,Yes,Team/Department,PT-PRC-MANAGER,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP501,Kinza Mahmood,DEPARTMENT-012,Procurement & Supply Chain,Enterprise Operations,ORGANIZATIONAL-UNIT-PRC,POS-489,Procurement Manager,Procurement Manager,Lead/Manager,Management,Manager/Head,Manager/Lead,Yes,Team/Department,PT-PRC-MANAGER,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP502,Talha Rehman,DEPARTMENT-012,Procurement & Supply Chain,Enterprise Operations,ORGANIZATIONAL-UNIT-PRC,POS-490,Procurement Manager,Procurement Manager,Lead/Manager,Management,Manager/Head,Manager/Lead,Yes,Team/Department,PT-PRC-MANAGER,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP503,Sara Khan,DEPARTMENT-012,Procurement & Supply Chain,Enterprise Operations,ORGANIZATIONAL-UNIT-PRC-TEAM-02,POS-491,Senior Procurement Specialist,Senior Procurement Specialist,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-PRC-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP504,Omar Siddiqui,DEPARTMENT-012,Procurement & Supply Chain,Enterprise Operations,ORGANIZATIONAL-UNIT-PRC-TEAM-02,POS-492,Senior Procurement Specialist,Senior Procurement Specialist,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-PRC-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP505,Minal Butt,DEPARTMENT-012,Procurement & Supply Chain,Enterprise Operations,ORGANIZATIONAL-UNIT-PRC-TEAM-01,POS-493,Senior Procurement Specialist,Senior Procurement Specialist,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-PRC-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP506,Komal Munir,DEPARTMENT-012,Procurement & Supply Chain,Enterprise Operations,ORGANIZATIONAL-UNIT-PRC-TEAM-03,POS-494,Senior Procurement Specialist,Senior Procurement Specialist,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-PRC-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP507,Minal Malik,DEPARTMENT-012,Procurement & Supply Chain,Enterprise Operations,ORGANIZATIONAL-UNIT-PRC-TEAM-02,POS-495,Senior Procurement Specialist,Senior Procurement Specialist,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-PRC-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP508,Kinza Siddiqui,DEPARTMENT-012,Procurement & Supply Chain,Enterprise Operations,ORGANIZATIONAL-UNIT-PRC-TEAM-03,POS-496,Senior Procurement Specialist,Senior Procurement Specialist,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-PRC-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP509,Iqra Abbasi,DEPARTMENT-012,Procurement & Supply Chain,Enterprise Operations,ORGANIZATIONAL-UNIT-PRC-TEAM-02,POS-497,Senior Procurement Specialist,Senior Procurement Specialist,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-PRC-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP510,Laiba Butt,DEPARTMENT-012,Procurement & Supply Chain,Enterprise Operations,ORGANIZATIONAL-UNIT-PRC-TEAM-03,POS-498,Senior Procurement Specialist,Senior Procurement Specialist,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-PRC-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
