Movement_ID,Employee_ID,Employee_Name,Movement_Type,Effective_Date,From_Department_ID,From_Department_Name,To_Department_ID,To_Department_Name,From_Organizational_Unit_ID,To_Organizational_Unit_ID,From_Position_ID,To_Position_ID,Movement_Reason,Voluntary_Movement,Employee_Record_Availability,Source_System
MOVEMENT-01005,EMP619,Kashif Ansari,Transfer,2025-09-24,DEPARTMENT-014,Production & Manufacturing,DEPARTMENT-005,Engineering,ORGANIZATIONAL-UNIT-PRD,ORGANIZATIONAL-UNIT-ENG,POS-605,HISTORICAL-DESTINATION-ENG-13,Workforce balancing,Yes,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-01006,EMP033,Ali Chaudhry,Transfer,2025-09-04,DEPARTMENT-007,IT,DEPARTMENT-013,Logistics & Warehouse,ORGANIZATIONAL-UNIT-IT,ORGANIZATIONAL-UNIT-LOG,POS-033,HISTORICAL-DESTINATION-LOG-13,Business requirement,Yes,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-01007,EMP553,Iqra Mughal,Transfer,2025-09-04,DEPARTMENT-013,Logistics & Warehouse,DEPARTMENT-003,Sales,ORGANIZATIONAL-UNIT-LOG,ORGANIZATIONAL-UNIT-SAL,POS-540,HISTORICAL-DESTINATION-SAL-13,Business requirement,Yes,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-01008,HISTORICAL-EMPLOYEE-0594,Historical HR Employee 0594,Leave,2025-09-08,DEPARTMENT-001,HR,,,ORGANIZATIONAL-UNIT-HR,,,,Resignation,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01009,HISTORICAL-EMPLOYEE-0595,Historical HR Employee 0595,Leave,2025-09-19,DEPARTMENT-001,HR,,,ORGANIZATIONAL-UNIT-HR,,,,Retirement,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01010,EMP240,Eman Latif,Join,2025-09-14,,,DEPARTMENT-002,Finance,,ORGANIZATIONAL-UNIT-FIN,,,Growth hiring,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-01011,HISTORICAL-EMPLOYEE-0596,Historical Finance Employee 0596,Join,2025-09-17,,,DEPARTMENT-002,Finance,,ORGANIZATIONAL-UNIT-FIN,,,Internship intake,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01012,HISTORICAL-EMPLOYEE-0597,Historical Finance Employee 0597,Join,2025-09-04,,,DEPARTMENT-002,Finance,,ORGANIZATIONAL-UNIT-FIN,,,Growth hiring,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01013,HISTORICAL-EMPLOYEE-0598,Historical Finance Employee 0598,Join,2025-09-13,,,DEPARTMENT-002,Finance,,ORGANIZATIONAL-UNIT-FIN,,,Growth hiring,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01014,HISTORICAL-EMPLOYEE-0599,Historical Finance Employee 0599,Join,2025-09-17,,,DEPARTMENT-002,Finance,,ORGANIZATIONAL-UNIT-FIN,,,Internship intake,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01015,HISTORICAL-EMPLOYEE-0600,Historical Finance Employee 0600,Leave,2025-09-15,DEPARTMENT-002,Finance,,,ORGANIZATIONAL-UNIT-FIN,,,,Career opportunity,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01016,HISTORICAL-EMPLOYEE-0601,Historical Finance Employee 0601,Leave,2025-09-05,DEPARTMENT-002,Finance,,,ORGANIZATIONAL-UNIT-FIN,,,,Career opportunity,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01017,HISTORICAL-EMPLOYEE-0602,Historical Finance Employee 0602,Leave,2025-09-13,DEPARTMENT-002,Finance,,,ORGANIZATIONAL-UNIT-FIN,,,,Contract completion,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01018,HISTORICAL-EMPLOYEE-0603,Historical Sales Employee 0603,Leave,2025-09-22,DEPARTMENT-003,Sales,,,ORGANIZATIONAL-UNIT-SAL,,,,Career opportunity,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01019,EMP016,Khurram Gill,Promotion,2025-09-21,DEPARTMENT-003,Sales,DEPARTMENT-003,Sales,ORGANIZATIONAL-UNIT-SAL,ORGANIZATIONAL-UNIT-SAL,POS-016,HISTORICAL-PROMOTION-SAL-13-01,Merit promotion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-01020,EMP060,Mohsin Yousaf,Promotion,2025-09-03,DEPARTMENT-003,Sales,DEPARTMENT-003,Sales,ORGANIZATIONAL-UNIT-SAL,ORGANIZATIONAL-UNIT-SAL,POS-060,HISTORICAL-PROMOTION-SAL-13-02,Merit promotion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-01021,EMP254,Farhan Awan,Promotion,2025-09-16,DEPARTMENT-003,Sales,DEPARTMENT-003,Sales,ORGANIZATIONAL-UNIT-SAL,ORGANIZATIONAL-UNIT-SAL,POS-251,HISTORICAL-PROMOTION-SAL-13-03,Annual promotion cycle,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-01022,EMP073,Ali Yousaf,Join,2025-09-14,,,DEPARTMENT-004,Customer Support,,ORGANIZATIONAL-UNIT-CS,,,Internship intake,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-01023,EMP264,Areeba Rauf,Promotion,2025-09-11,DEPARTMENT-004,Customer Support,DEPARTMENT-004,Customer Support,ORGANIZATIONAL-UNIT-CS,ORGANIZATIONAL-UNIT-CS,POS-260,HISTORICAL-PROMOTION-CS-13-01,Role expansion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-01024,EMP163,Sidra Sheikh,Join,2025-09-25,,,DEPARTMENT-005,Engineering,,ORGANIZATIONAL-UNIT-ENG,,,Replacement hire,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-01025,HISTORICAL-EMPLOYEE-0604,Historical Engineering Employee 0604,Join,2025-09-18,,,DEPARTMENT-005,Engineering,,ORGANIZATIONAL-UNIT-ENG,,,Growth hiring,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01026,HISTORICAL-EMPLOYEE-0605,Historical Engineering Employee 0605,Leave,2025-09-21,DEPARTMENT-005,Engineering,,,ORGANIZATIONAL-UNIT-ENG,,,,Retirement,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01027,HISTORICAL-EMPLOYEE-0606,Historical Engineering Employee 0606,Leave,2025-09-23,DEPARTMENT-005,Engineering,,,ORGANIZATIONAL-UNIT-ENG,,,,Resignation,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01028,HISTORICAL-EMPLOYEE-0607,Historical Engineering Employee 0607,Leave,2025-09-12,DEPARTMENT-005,Engineering,,,ORGANIZATIONAL-UNIT-ENG,,,,Retirement,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01029,EMP029,Ali Saleem,Promotion,2025-09-09,DEPARTMENT-005,Engineering,DEPARTMENT-005,Engineering,ORGANIZATIONAL-UNIT-ENG,ORGANIZATIONAL-UNIT-ENG,POS-029,HISTORICAL-PROMOTION-ENG-13-01,Merit promotion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-01030,EMP045,Saad Ahmad,Join,2025-09-22,,,DEPARTMENT-006,Operations,,ORGANIZATIONAL-UNIT-OPS,,,Approved recruitment plan,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-01031,EMP157,Saba Qureshi,Join,2025-09-14,,,DEPARTMENT-006,Operations,,ORGANIZATIONAL-UNIT-OPS,,,Growth hiring,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-01032,HISTORICAL-EMPLOYEE-0608,Historical Operations Employee 0608,Join,2025-09-05,,,DEPARTMENT-006,Operations,,ORGANIZATIONAL-UNIT-OPS,,,Internship intake,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01033,HISTORICAL-EMPLOYEE-0609,Historical Operations Employee 0609,Leave,2025-09-12,DEPARTMENT-006,Operations,,,ORGANIZATIONAL-UNIT-OPS,,,,Contract completion,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01034,HISTORICAL-EMPLOYEE-0610,Historical Operations Employee 0610,Leave,2025-09-04,DEPARTMENT-006,Operations,,,ORGANIZATIONAL-UNIT-OPS,,,,Retirement,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01035,HISTORICAL-EMPLOYEE-0611,Historical Operations Employee 0611,Leave,2025-09-11,DEPARTMENT-006,Operations,,,ORGANIZATIONAL-UNIT-OPS,,,,Career opportunity,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01036,EMP033,Ali Chaudhry,Join,2025-09-24,,,DEPARTMENT-007,IT,,ORGANIZATIONAL-UNIT-IT,,,Approved recruitment plan,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-01037,HISTORICAL-EMPLOYEE-0612,Historical IT Employee 0612,Join,2025-09-07,,,DEPARTMENT-007,IT,,ORGANIZATIONAL-UNIT-IT,,,Growth hiring,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01038,EMP183,Zain Saleem,Promotion,2025-09-08,DEPARTMENT-007,IT,DEPARTMENT-007,IT,ORGANIZATIONAL-UNIT-IT,ORGANIZATIONAL-UNIT-IT,POS-183,HISTORICAL-PROMOTION-IT-13-01,Merit promotion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-01039,EMP304,Sana Akhtar,Promotion,2025-09-16,DEPARTMENT-007,IT,DEPARTMENT-007,IT,ORGANIZATIONAL-UNIT-IT,ORGANIZATIONAL-UNIT-IT,POS-297,HISTORICAL-PROMOTION-IT-13-02,Annual promotion cycle,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-01040,EMP033,Ali Chaudhry,Promotion,2025-09-11,DEPARTMENT-007,IT,DEPARTMENT-007,IT,ORGANIZATIONAL-UNIT-IT,ORGANIZATIONAL-UNIT-IT,POS-033,HISTORICAL-PROMOTION-IT-13-03,Merit promotion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-01041,EMP358,Junaid Saeed,Join,2025-09-18,,,DEPARTMENT-008,Medical Care,,ORGANIZATIONAL-UNIT-MED,,,Approved recruitment plan,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-01042,HISTORICAL-EMPLOYEE-0613,Historical Medical Employee 0613,Join,2025-09-20,,,DEPARTMENT-008,Medical Care,,ORGANIZATIONAL-UNIT-MED,,,Approved recruitment plan,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01043,HISTORICAL-EMPLOYEE-0614,Historical Medical Employee 0614,Join,2025-09-20,,,DEPARTMENT-008,Medical Care,,ORGANIZATIONAL-UNIT-MED,,,Approved recruitment plan,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01044,HISTORICAL-EMPLOYEE-0615,Historical Medical Employee 0615,Leave,2025-09-19,DEPARTMENT-008,Medical Care,,,ORGANIZATIONAL-UNIT-MED,,,,Retirement,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01045,HISTORICAL-EMPLOYEE-0616,Historical Medical Employee 0616,Leave,2025-09-17,DEPARTMENT-008,Medical Care,,,ORGANIZATIONAL-UNIT-MED,,,,Resignation,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01046,HISTORICAL-EMPLOYEE-0617,Historical Medical Employee 0617,Leave,2025-09-13,DEPARTMENT-008,Medical Care,,,ORGANIZATIONAL-UNIT-MED,,,,Resignation,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01047,EMP355,Saad Shah,Promotion,2025-09-23,DEPARTMENT-008,Medical Care,DEPARTMENT-008,Medical Care,ORGANIZATIONAL-UNIT-MED,ORGANIZATIONAL-UNIT-MED,POS-347,HISTORICAL-PROMOTION-MED-13-01,Role expansion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-01048,HISTORICAL-EMPLOYEE-0618,Historical Training Employee 0618,Join,2025-09-09,,,DEPARTMENT-009,Training & Development,,ORGANIZATIONAL-UNIT-TRN,,,Internship intake,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01049,HISTORICAL-EMPLOYEE-0619,Historical Training Employee 0619,Join,2025-09-07,,,DEPARTMENT-009,Training & Development,,ORGANIZATIONAL-UNIT-TRN,,,Growth hiring,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01050,HISTORICAL-EMPLOYEE-0620,Historical Training Employee 0620,Leave,2025-09-14,DEPARTMENT-009,Training & Development,,,ORGANIZATIONAL-UNIT-TRN,,,,Resignation,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01051,HISTORICAL-EMPLOYEE-0621,Historical Training Employee 0621,Leave,2025-09-25,DEPARTMENT-009,Training & Development,,,ORGANIZATIONAL-UNIT-TRN,,,,Retirement,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01052,HISTORICAL-EMPLOYEE-0622,Historical Training Employee 0622,Leave,2025-09-07,DEPARTMENT-009,Training & Development,,,ORGANIZATIONAL-UNIT-TRN,,,,Retirement,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01053,HISTORICAL-EMPLOYEE-0623,Historical Administration Employee 0623,Join,2025-09-19,,,DEPARTMENT-010,Administration & Facilities,,ORGANIZATIONAL-UNIT-ADM,,,Growth hiring,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01054,HISTORICAL-EMPLOYEE-0624,Historical Administration Employee 0624,Join,2025-09-06,,,DEPARTMENT-010,Administration & Facilities,,ORGANIZATIONAL-UNIT-ADM,,,Approved recruitment plan,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01055,HISTORICAL-EMPLOYEE-0625,Historical Administration Employee 0625,Join,2025-09-18,,,DEPARTMENT-010,Administration & Facilities,,ORGANIZATIONAL-UNIT-ADM,,,Replacement hire,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01056,HISTORICAL-EMPLOYEE-0626,Historical Administration Employee 0626,Leave,2025-09-05,DEPARTMENT-010,Administration & Facilities,,,ORGANIZATIONAL-UNIT-ADM,,,,Contract completion,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01057,HISTORICAL-EMPLOYEE-0627,Historical Administration Employee 0627,Leave,2025-09-09,DEPARTMENT-010,Administration & Facilities,,,ORGANIZATIONAL-UNIT-ADM,,,,Retirement,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01058,HISTORICAL-EMPLOYEE-0628,Historical Administration Employee 0628,Leave,2025-09-24,DEPARTMENT-010,Administration & Facilities,,,ORGANIZATIONAL-UNIT-ADM,,,,Contract completion,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01059,EMP417,Saba Ali,Promotion,2025-09-08,DEPARTMENT-010,Administration & Facilities,DEPARTMENT-010,Administration & Facilities,ORGANIZATIONAL-UNIT-ADM,ORGANIZATIONAL-UNIT-ADM,POS-407,HISTORICAL-PROMOTION-ADM-13-01,Annual promotion cycle,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-01060,EMP436,Anusha Chaudhry,Promotion,2025-09-05,DEPARTMENT-010,Administration & Facilities,DEPARTMENT-010,Administration & Facilities,ORGANIZATIONAL-UNIT-ADM,ORGANIZATIONAL-UNIT-ADM,POS-426,HISTORICAL-PROMOTION-ADM-13-02,Role expansion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-01061,EMP415,Mahnoor Aziz,Promotion,2025-09-07,DEPARTMENT-010,Administration & Facilities,DEPARTMENT-010,Administration & Facilities,ORGANIZATIONAL-UNIT-ADM,ORGANIZATIONAL-UNIT-ADM,POS-405,HISTORICAL-PROMOTION-ADM-13-03,Merit promotion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-01062,HISTORICAL-EMPLOYEE-0629,Historical Legal Employee 0629,Leave,2025-09-03,DEPARTMENT-011,Legal & Compliance,,,ORGANIZATIONAL-UNIT-LGL,,,,Retirement,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01063,HISTORICAL-EMPLOYEE-0630,Historical Legal Employee 0630,Leave,2025-09-25,DEPARTMENT-011,Legal & Compliance,,,ORGANIZATIONAL-UNIT-LGL,,,,Career opportunity,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01064,HISTORICAL-EMPLOYEE-0631,Historical Legal Employee 0631,Leave,2025-09-25,DEPARTMENT-011,Legal & Compliance,,,ORGANIZATIONAL-UNIT-LGL,,,,Resignation,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01065,EMP474,Mehwish Riaz,Promotion,2025-09-20,DEPARTMENT-011,Legal & Compliance,DEPARTMENT-011,Legal & Compliance,ORGANIZATIONAL-UNIT-LGL,ORGANIZATIONAL-UNIT-LGL,POS-463,HISTORICAL-PROMOTION-LGL-13-01,Annual promotion cycle,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-01066,EMP460,Ayesha Javed,Promotion,2025-09-02,DEPARTMENT-011,Legal & Compliance,DEPARTMENT-011,Legal & Compliance,ORGANIZATIONAL-UNIT-LGL,ORGANIZATIONAL-UNIT-LGL,POS-449,HISTORICAL-PROMOTION-LGL-13-02,Role expansion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-01067,EMP492,Hamza Javed,Promotion,2025-09-14,DEPARTMENT-011,Legal & Compliance,DEPARTMENT-011,Legal & Compliance,ORGANIZATIONAL-UNIT-LGL,ORGANIZATIONAL-UNIT-LGL,POS-481,HISTORICAL-PROMOTION-LGL-13-03,Annual promotion cycle,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-01068,HISTORICAL-EMPLOYEE-0632,Historical Procurement Employee 0632,Join,2025-09-19,,,DEPARTMENT-012,Procurement & Supply Chain,,ORGANIZATIONAL-UNIT-PRC,,,Growth hiring,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01069,HISTORICAL-EMPLOYEE-0633,Historical Procurement Employee 0633,Join,2025-09-03,,,DEPARTMENT-012,Procurement & Supply Chain,,ORGANIZATIONAL-UNIT-PRC,,,Internship intake,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01070,HISTORICAL-EMPLOYEE-0634,Historical Procurement Employee 0634,Join,2025-09-09,,,DEPARTMENT-012,Procurement & Supply Chain,,ORGANIZATIONAL-UNIT-PRC,,,Replacement hire,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01071,HISTORICAL-EMPLOYEE-0635,Historical Procurement Employee 0635,Leave,2025-09-11,DEPARTMENT-012,Procurement & Supply Chain,,,ORGANIZATIONAL-UNIT-PRC,,,,Career opportunity,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01072,HISTORICAL-EMPLOYEE-0636,Historical Procurement Employee 0636,Leave,2025-09-09,DEPARTMENT-012,Procurement & Supply Chain,,,ORGANIZATIONAL-UNIT-PRC,,,,Resignation,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01073,EMP516,Maryam Yousaf,Promotion,2025-09-11,DEPARTMENT-012,Procurement & Supply Chain,DEPARTMENT-012,Procurement & Supply Chain,ORGANIZATIONAL-UNIT-PRC,ORGANIZATIONAL-UNIT-PRC,POS-504,HISTORICAL-PROMOTION-PRC-13-01,Role expansion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-01074,EMP518,Maryam Mughal,Promotion,2025-09-19,DEPARTMENT-012,Procurement & Supply Chain,DEPARTMENT-012,Procurement & Supply Chain,ORGANIZATIONAL-UNIT-PRC,ORGANIZATIONAL-UNIT-PRC,POS-506,HISTORICAL-PROMOTION-PRC-13-02,Merit promotion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-01075,HISTORICAL-EMPLOYEE-0637,Historical Logistics Employee 0637,Join,2025-09-25,,,DEPARTMENT-013,Logistics & Warehouse,,ORGANIZATIONAL-UNIT-LOG,,,Approved recruitment plan,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01076,HISTORICAL-EMPLOYEE-0638,Historical Logistics Employee 0638,Join,2025-09-04,,,DEPARTMENT-013,Logistics & Warehouse,,ORGANIZATIONAL-UNIT-LOG,,,Approved recruitment plan,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01077,HISTORICAL-EMPLOYEE-0639,Historical Logistics Employee 0639,Join,2025-09-21,,,DEPARTMENT-013,Logistics & Warehouse,,ORGANIZATIONAL-UNIT-LOG,,,Replacement hire,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01078,HISTORICAL-EMPLOYEE-0640,Historical Logistics Employee 0640,Leave,2025-09-03,DEPARTMENT-013,Logistics & Warehouse,,,ORGANIZATIONAL-UNIT-LOG,,,,Resignation,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01079,HISTORICAL-EMPLOYEE-0641,Historical Logistics Employee 0641,Leave,2025-09-06,DEPARTMENT-013,Logistics & Warehouse,,,ORGANIZATIONAL-UNIT-LOG,,,,Retirement,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01080,EMP548,Maryam Faisal,Promotion,2025-09-17,DEPARTMENT-013,Logistics & Warehouse,DEPARTMENT-013,Logistics & Warehouse,ORGANIZATIONAL-UNIT-LOG,ORGANIZATIONAL-UNIT-LOG,POS-535,HISTORICAL-PROMOTION-LOG-13-01,Merit promotion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-01081,EMP553,Iqra Mughal,Promotion,2025-09-17,DEPARTMENT-013,Logistics & Warehouse,DEPARTMENT-013,Logistics & Warehouse,ORGANIZATIONAL-UNIT-LOG,ORGANIZATIONAL-UNIT-LOG,POS-540,HISTORICAL-PROMOTION-LOG-13-02,Role expansion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-01082,EMP572,Farhan Iqbal,Promotion,2025-09-13,DEPARTMENT-013,Logistics & Warehouse,DEPARTMENT-013,Logistics & Warehouse,ORGANIZATIONAL-UNIT-LOG,ORGANIZATIONAL-UNIT-LOG,POS-559,HISTORICAL-PROMOTION-LOG-13-03,Annual promotion cycle,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-01083,HISTORICAL-EMPLOYEE-0642,Historical Production Employee 0642,Join,2025-09-25,,,DEPARTMENT-014,Production & Manufacturing,,ORGANIZATIONAL-UNIT-PRD,,,Growth hiring,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01084,HISTORICAL-EMPLOYEE-0643,Historical Production Employee 0643,Join,2025-09-08,,,DEPARTMENT-014,Production & Manufacturing,,ORGANIZATIONAL-UNIT-PRD,,,Replacement hire,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01085,HISTORICAL-EMPLOYEE-0644,Historical Production Employee 0644,Leave,2025-09-11,DEPARTMENT-014,Production & Manufacturing,,,ORGANIZATIONAL-UNIT-PRD,,,,Resignation,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01086,HISTORICAL-EMPLOYEE-0645,Historical Production Employee 0645,Leave,2025-09-20,DEPARTMENT-014,Production & Manufacturing,,,ORGANIZATIONAL-UNIT-PRD,,,,Career opportunity,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-01087,EMP623,Ayesha Hussain,Promotion,2025-09-18,DEPARTMENT-014,Production & Manufacturing,DEPARTMENT-014,Production & Manufacturing,ORGANIZATIONAL-UNIT-PRD,ORGANIZATIONAL-UNIT-PRD,POS-609,HISTORICAL-PROMOTION-PRD-13-01,Merit promotion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-01088,EMP597,Raza Ali,Promotion,2025-09-11,DEPARTMENT-014,Production & Manufacturing,DEPARTMENT-014,Production & Manufacturing,ORGANIZATIONAL-UNIT-PRD,ORGANIZATIONAL-UNIT-PRD,POS-583,HISTORICAL-PROMOTION-PRD-13-02,Role expansion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-01089,EMP667,Nida Munir,Join,2025-09-08,,,DEPARTMENT-015,Quality Assurance,,ORGANIZATIONAL-UNIT-QAS,,,Internship intake,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-01090,EMP671,Kashif Waheed,Join,2025-09-22,,,DEPARTMENT-015,Quality Assurance,,ORGANIZATIONAL-UNIT-QAS,,,Growth hiring,No,Current Employee Record,Synthetic Workforce Movement Generator
